Event Number,Start Year,End Year,Start Fractional Day,End Fractional Day,Start Hour,End Hour,Elements Decaying,Non-Decaying Elements,Decay Type,Best Log-Y R-value,Best Log-Log R-value,Best Log-Y Window Times,Best Log-Log Window Times
27,1998,1998,185.45833333333331,188.95833333333331,11.0,23.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.916051640615504,-0.884391806615833,"(Timestamp('1998-07-04 23:00:00.005761'), Timestamp('1998-07-07 21:00:00.082080'))","(Timestamp('1998-07-05 06:00:00.107997'), Timestamp('1998-07-08 03:59:59.868959'))"
31,1998,1998,205.20833333333331,207.75,5.0,18.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.4187329554671723,-0.5376818230741814,"(Timestamp('1998-07-24 11:00:00.083522'), Timestamp('1998-07-26 16:59:59.971201'))","(Timestamp('1998-07-24 11:00:00.083522'), Timestamp('1998-07-26 16:59:59.971201'))"
32,1998,1998,209.125,214.04166666666663,3.0,1.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.838910222388564,-0.763656716967912,"(Timestamp('1998-07-29 11:59:59.913597'), Timestamp('1998-08-02 01:59:59.863199'))","(Timestamp('1998-07-29 11:59:59.913597'), Timestamp('1998-08-02 01:59:59.863199'))"
37,1998,1998,225.70833333333331,228.625,17.0,15.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8594863978950359,-0.8297340925185105,"(Timestamp('1998-08-14 10:00:00.041756'), Timestamp('1998-08-16 11:59:59.961122'))","(Timestamp('1998-08-14 10:59:59.876162'), Timestamp('1998-08-16 13:00:00.110877'))"
40,1998,1998,237.9583217592593,244.66666666666663,22.999722222222225,16.0,6,[],Exponential Decay,-0.979099029434644,-0.8733637201628126,"(Timestamp('1998-08-27 23:00:00.148321'), Timestamp('1998-09-01 18:00:00.025923'))","(Timestamp('1998-08-28 13:00:00.037436'), Timestamp('1998-09-02 07:59:59.915038'))"
41,1998,1998,245.49998842592595,251.95833333333331,11.99972222222222,23.0,2,"['Si', 'C', 'Fe', 'N']",Irregular Decay,-0.7911492820344392,-0.6633234505127409,"(Timestamp('1998-09-04 01:59:59.897762'), Timestamp('1998-09-09 05:00:00.027362'))","(Timestamp('1998-09-03 00:00:00.103677'), Timestamp('1998-09-08 02:59:59.917920'))"
42,1998,1998,252.24998842592595,254.5416550925926,5.999722222222222,12.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Power-Law Decay,-0.951401324375928,-0.9641956645618851,"(Timestamp('1998-09-09 12:00:00.129598'), Timestamp('1998-09-11 08:59:59.930880'))","(Timestamp('1998-09-09 12:59:59.964003'), Timestamp('1998-09-11 10:00:00.080643'))"
43,1998,1998,255.4166550925926,260.33332175925926,9.99972222222222,7.999722222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8113573682822178,-0.7276068444187351,"(Timestamp('1998-09-14 01:00:00.054718'), Timestamp('1998-09-17 15:00:00.004320'))","(Timestamp('1998-09-14 01:00:00.054718'), Timestamp('1998-09-17 15:00:00.004320'))"
45,1998,1998,270.4583333333333,273.625,11.0,15.0,3,"['Si', 'Fe', 'N']",Exponential Decay,-0.9352829287258432,-0.9035813790013889,"(Timestamp('1998-09-28 00:59:59.916483'), Timestamp('1998-09-30 11:59:59.922237'))","(Timestamp('1998-09-28 02:00:00.066238'), Timestamp('1998-09-30 13:00:00.072000'))"
46,1998,1998,273.95832175925926,285.08332175925926,22.999722222222225,1.9997222222222224,6,[],Exponential Decay,-0.9854256789322974,-0.9058340087803389,"(Timestamp('1998-10-01 21:59:59.968320'), Timestamp('1998-10-09 12:59:59.938080'))","(Timestamp('1998-10-03 04:59:59.880481'), Timestamp('1998-10-10 19:59:59.850240'))"
50,1998,1998,292.5416550925926,299.0,12.99972222222222,0.0,2,"['Si', 'C', 'Fe', 'N']",Exponential Decay,-0.9271270794700636,-0.9174564158922898,"(Timestamp('1998-10-21 06:59:59.912158'), Timestamp('1998-10-25 15:59:59.868958'))","(Timestamp('1998-10-21 14:00:00.014402'), Timestamp('1998-10-25 22:59:59.971201'))"
52,1998,1998,310.33332175925926,316.83332175925926,7.999722222222222,19.999722222222225,5,['Fe'],Exponential Decay,-0.9753131919965433,-0.9524770640619419,"(Timestamp('1998-11-07 11:59:59.952478'), Timestamp('1998-11-12 17:00:00.066238'))","(Timestamp('1998-11-08 02:59:59.991362'), Timestamp('1998-11-13 08:00:00.105122'))"
53,1998,1998,318.9166666666667,326.2916666666667,22.0,7.0,6,[],Exponential Decay,-0.975305874691852,-0.9462981027349371,"(Timestamp('1998-11-16 12:59:59.968320'), Timestamp('1998-11-21 10:00:00.145439'))","(Timestamp('1998-11-16 14:59:59.952481'), Timestamp('1998-11-21 12:00:00.129599'))"
56,1998,1998,332.5416550925926,335.6249884259259,12.99972222222222,14.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9410031712364884,-0.9102064758828825,"(Timestamp('1998-11-29 01:59:59.949597'), Timestamp('1998-12-01 10:00:00.136800'))","(Timestamp('1998-11-29 18:00:00.138236'), Timestamp('1998-12-02 02:00:00.010083'))"
57,1998,1998,335.8749884259259,339.4999884259259,20.999722222222225,11.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8789158494893936,-0.8161409812734276,"(Timestamp('1998-12-02 19:00:00.033121'), Timestamp('1998-12-05 04:00:00.054722'))","(Timestamp('1998-12-02 21:59:59.851679'), Timestamp('1998-12-05 06:59:59.873281'))"
59,1998,1998,351.58332175925926,354.0833333333333,13.99972222222222,2.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8282289000588257,-0.7921946982128037,"(Timestamp('1998-12-18 04:00:00.106563'), Timestamp('1998-12-19 14:59:59.987037'))","(Timestamp('1998-12-18 04:00:00.106563'), Timestamp('1998-12-19 14:59:59.987037'))"
60,1998,1998,355.5416550925926,361.625,12.99972222222222,15.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,0.0,0.0,"(None, None)","(None, None)"
62,1999,1999,4.0,8.874988425925928,0.0,20.999722222222225,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.6937225007317521,-0.771647731026928,"(Timestamp('1999-01-04 04:00:00.028799'), Timestamp('1999-01-08 09:59:59.851676'))","(Timestamp('1999-01-04 04:59:59.863198'), Timestamp('1999-01-08 11:00:00.001439'))"
64,1999,1999,23.20833333333333,32.37498842592593,5.0,8.999722222222221,4,"['Si', 'Fe']",Exponential Decay,-0.9885361464350239,-0.9049833092438249,"(Timestamp('1999-01-23 10:00:00.154079'), Timestamp('1999-01-30 08:59:59.935199'))","(Timestamp('1999-01-25 01:00:00.002880'), Timestamp('1999-02-01 00:00:00.099357'))"
67,1999,1999,50.25,53.41666666666666,6.0,10.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.6851754536837033,-0.6376920466739375,"(Timestamp('1999-02-20 05:59:59.909280'), Timestamp('1999-02-22 16:59:59.915042'))","(Timestamp('1999-02-20 05:59:59.909280'), Timestamp('1999-02-22 16:59:59.915042'))"
70,1999,1999,66.79165509259259,69.45833333333333,18.999722222222225,11.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.5584198027857588,-0.5846016755707922,"(Timestamp('1999-03-09 03:59:59.847356'), Timestamp('1999-03-10 20:59:59.995682'))","(Timestamp('1999-03-09 03:59:59.847356'), Timestamp('1999-03-10 20:59:59.995682'))"
73,1999,1999,114.7916550925926,120.08333333333331,18.999722222222225,2.0,4,"['Si', 'Fe']",Power-Law Decay,-0.9016840512976769,-0.9076240958741515,"(Timestamp('1999-04-26 18:00:00.073437'), Timestamp('1999-04-30 02:59:59.904963'))","(Timestamp('1999-04-25 15:00:00.129598'), Timestamp('1999-04-28 23:59:59.961116'))"
74,1999,1999,125.70833333333331,134.75,17.0,18.0,4,"['Si', 'Fe']",Exponential Decay,-0.9628594906696435,-0.9061784095271224,"(Timestamp('1999-05-06 18:00:00.064799'), Timestamp('1999-05-13 12:59:59.877598'))","(Timestamp('1999-05-06 10:00:00.128157'), Timestamp('1999-05-13 04:59:59.940957'))"
76,1999,1999,147.58332175925926,152.95832175925926,13.99972222222222,22.999722222222225,2,"['Si', 'C', 'Fe', 'N']",Irregular Decay,-0.8731307443136506,-0.7569010755100971,"(Timestamp('1999-05-28 15:59:59.998559'), Timestamp('1999-06-01 22:00:00.136800'))","(Timestamp('1999-05-28 14:00:00.014399'), Timestamp('1999-06-01 20:00:00.152640'))"
78,1999,1999,155.45833333333334,161.5,11.0,12.0,6,[],Exponential Decay,-0.9945603441975545,-0.9069527909690678,"(Timestamp('1999-06-05 06:00:00.133921'), Timestamp('1999-06-09 17:59:59.909279'))","(Timestamp('1999-06-06 09:59:59.912158'), Timestamp('1999-06-10 22:00:00.002880'))"
80,1999,1999,166.5416550925926,169.45832175925926,12.99972222222222,10.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9367088840616214,-0.9099680053012309,"(Timestamp('1999-06-16 03:00:00.116640'), Timestamp('1999-06-18 05:00:00.035999'))","(Timestamp('1999-06-16 07:00:00.084961'), Timestamp('1999-06-18 09:00:00.004320'))"
81,1999,1999,169.62498842592595,172.04166666666666,14.99972222222222,1.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8598948199505961,-0.90886165329112,"(Timestamp('1999-06-19 05:59:59.995678'), Timestamp('1999-06-20 14:00:00.057600'))","(Timestamp('1999-06-19 05:59:59.995678'), Timestamp('1999-06-20 14:00:00.057600'))"
82,1999,1999,173.6666550925926,176.2916550925926,15.99972222222222,6.999722222222222,2,"['Si', 'C', 'Fe', 'N']",Exponential Decay,-0.9362508577846094,-0.8827849427171868,"(Timestamp('1999-06-23 08:59:59.999997'), Timestamp('1999-06-24 23:59:59.848798'))","(Timestamp('1999-06-23 10:00:00.149759'), Timestamp('1999-06-25 00:59:59.998560'))"
83,1999,1999,177.04166666666666,180.45833333333331,1.0,11.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9548664726259136,-0.9475652271118495,"(Timestamp('1999-06-26 03:59:59.942400'), Timestamp('1999-06-29 00:00:00.034558'))","(Timestamp('1999-06-26 11:00:00.044636'), Timestamp('1999-06-29 07:00:00.136801'))"
84,1999,1999,182.125,184.91666666666663,3.0,22.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8705546378927201,-0.7451455125723827,"(Timestamp('1999-07-01 07:00:00.072000'), Timestamp('1999-07-03 22:00:00.046082'))","(Timestamp('1999-07-01 07:59:59.906398'), Timestamp('1999-07-03 22:59:59.880481'))"
85,1999,1999,185.20833333333331,188.49998842592595,5.0,11.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9033976951301466,-0.7222336836125324,"(Timestamp('1999-07-04 21:00:00.021601'), Timestamp('1999-07-07 10:59:59.845922'))","(Timestamp('1999-07-04 21:00:00.021601'), Timestamp('1999-07-07 10:59:59.845922'))"
87,1999,1999,194.125,196.7083217592593,3.0,16.999722222222225,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9226586219485123,-0.8269507143345176,"(Timestamp('1999-07-13 20:00:00.053276'), Timestamp('1999-07-16 03:00:00.090717'))","(Timestamp('1999-07-13 12:00:00.116642'), Timestamp('1999-07-15 19:00:00.154083'))"
88,1999,1999,197.87498842592595,200.49998842592595,20.999722222222225,11.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.5999587850549669,-0.5195348051140302,"(Timestamp('1999-07-17 21:00:00.073441'), Timestamp('1999-07-19 11:59:59.922236'))","(Timestamp('1999-07-17 21:00:00.073441'), Timestamp('1999-07-19 11:59:59.922236'))"
93,1999,1999,215.20833333333331,217.7916550925926,5.0,18.999722222222225,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8295132955643197,-0.7623420861123269,"(Timestamp('1999-08-03 11:59:59.909282'), Timestamp('1999-08-05 18:59:59.946723'))","(Timestamp('1999-08-03 11:59:59.909282'), Timestamp('1999-08-05 18:59:59.946723'))"
96,1999,1999,220.9583217592593,224.66666666666663,22.999722222222225,16.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8481547981399554,-0.7927306714086939,"(Timestamp('1999-08-10 03:00:00.069117'), Timestamp('1999-08-12 16:00:00.059039'))","(Timestamp('1999-08-10 05:59:59.887683'), Timestamp('1999-08-12 18:59:59.877598'))"
98,1999,1999,231.95833333333331,235.375,23.0,9.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8778582958692669,-0.8053683284417015,"(Timestamp('1999-08-20 22:00:00.067677'), Timestamp('1999-08-22 23:59:59.987042'))","(Timestamp('1999-08-20 22:00:00.067677'), Timestamp('1999-08-22 23:59:59.987042'))"
103,1999,1999,257.5,261.0416550925926,12.0,0.9997222222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8901523315890034,-0.8691953830151216,"(Timestamp('1999-09-15 00:00:00.030237'), Timestamp('1999-09-17 05:59:59.917916'))","(Timestamp('1999-09-15 02:59:59.848803'), Timestamp('1999-09-17 09:00:00.051838'))"
104,1999,1999,262.8333333333333,265.4583333333333,20.0,11.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.645260863170313,-0.49080967116663526,"(Timestamp('1999-09-21 06:59:59.938081'), Timestamp('1999-09-22 20:59:59.952478'))","(Timestamp('1999-09-21 06:59:59.938081'), Timestamp('1999-09-22 20:59:59.952478'))"
106,1999,1999,290.08332175925926,295.5416550925926,1.9997222222222224,12.99972222222222,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9039259541054979,-0.7997166163863119,"(Timestamp('1999-10-17 09:00:00.025923'), Timestamp('1999-10-21 17:59:59.982722'))","(Timestamp('1999-10-17 09:00:00.025923'), Timestamp('1999-10-21 17:59:59.982722'))"
114,1999,1999,322.7916550925926,329.1249884259259,18.999722222222225,2.999722222222222,3,"['Si', 'Fe', 'N']",Exponential Decay,-0.9795429918591938,-0.9442351905236853,"(Timestamp('1999-11-19 13:59:59.863198'), Timestamp('1999-11-23 18:59:59.851676'))","(Timestamp('1999-11-19 20:59:59.965441'), Timestamp('1999-11-24 01:59:59.953920'))"
115,1999,1999,329.6666550925926,332.70832175925926,15.99972222222222,16.999722222222225,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,0.0,0.0,"(None, None)","(None, None)"
116,1999,1999,333.08332175925926,338.08332175925926,1.9997222222222224,1.9997222222222224,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9641215550444151,-0.8849253584531177,"(Timestamp('1999-11-29 05:00:00.083519'), Timestamp('1999-12-02 21:59:59.851679'))","(Timestamp('1999-11-30 06:59:59.877597'), Timestamp('1999-12-03 23:59:59.961121'))"
117,1999,1999,338.58332175925926,343.2916666666667,13.99972222222222,7.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9616970333803369,-0.8596949941350261,"(Timestamp('1999-12-06 05:59:59.848800'), Timestamp('1999-12-09 13:00:00.011522'))","(Timestamp('1999-12-05 04:00:00.054722'), Timestamp('1999-12-08 10:59:59.902081'))"
118,1999,1999,344.25,347.83332175925926,6.0,19.999722222222225,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9553532322461757,-0.9316504802298028,"(Timestamp('1999-12-10 13:00:00.136803'), Timestamp('1999-12-13 14:00:00.031680'))","(Timestamp('1999-12-10 17:00:00.105116'), Timestamp('1999-12-13 18:00:00.000001'))"
120,1999,1999,358.2916666666667,360.8333333333333,7.0,20.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9048020946100663,-0.8214379954220524,"(Timestamp('1999-12-24 14:00:00.148323'), Timestamp('1999-12-26 20:59:59.870400'))","(Timestamp('1999-12-24 20:59:59.935202'), Timestamp('1999-12-27 03:59:59.972636'))"
121,1999,1999,362.20832175925926,364.625,4.999722222222222,15.0,3,"['Si', 'C', 'N']",Exponential Decay,-0.9478235952141609,-0.9324794317657747,"(Timestamp('1999-12-28 10:00:00.050398'), Timestamp('1999-12-30 11:59:59.969756'))","(Timestamp('1999-12-28 14:59:59.853117'), Timestamp('1999-12-30 17:00:00.087839'))"
122,1999,2000,365.75,6.443414351851851,18.0,10.641944444444444,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9723181452795471,-0.8855335423952386,"(Timestamp('2000-01-01 17:57:02.940482'), Timestamp('2000-01-05 16:41:28.564801'))","(Timestamp('2000-01-02 19:52:47.292958'), Timestamp('2000-01-06 18:37:12.917277'))"
124,2000,2000,9.933854166666666,15.211064814814817,22.4125,5.065555555555555,3,"['Si', 'Fe', 'N']",Power-Law Decay,-0.9561717741033569,-0.9579080845981903,"(Timestamp('2000-01-10 22:20:49.148158'), Timestamp('2000-01-14 07:07:32.380316'))","(Timestamp('2000-01-11 11:18:41.166721'), Timestamp('2000-01-14 20:05:24.714243'))"
125,2000,2000,18.53528935185185,25.05907407407408,12.846944444444444,1.4177777777777778,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9540570819626194,-0.8563599508187886,"(Timestamp('2000-01-20 07:43:46.277761'), Timestamp('2000-01-24 19:26:03.920636'))","(Timestamp('2000-01-20 14:42:37.316156'), Timestamp('2000-01-25 02:24:54.959038'))"
126,2000,2000,29.089699074074076,36.77697916666666,2.1527777777777777,18.6475,3,"['Si', 'Fe', 'N']",Exponential Decay,-0.9818852583079754,-0.9539288609300236,"(Timestamp('2000-01-30 18:02:37.386242'), Timestamp('2000-02-05 22:38:11.832002'))","(Timestamp('2000-01-29 15:07:02.975518'), Timestamp('2000-02-04 19:42:37.421278'))"
127,2000,2000,42.635925925925925,47.33138888888889,15.262222222222222,7.953333333333333,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9796262508426246,-0.9318098253024953,"(Timestamp('2000-02-12 07:13:06.826083'), Timestamp('2000-02-15 12:00:29.509919'))","(Timestamp('2000-02-13 02:10:00.140156'), Timestamp('2000-02-16 06:57:22.508643'))"
128,2000,2000,49.284375,54.35381944444445,6.825,8.491666666666665,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8836119322496255,-0.7357218007102478,"(Timestamp('2000-02-19 09:45:04.760640'), Timestamp('2000-02-23 05:29:59.894878'))","(Timestamp('2000-02-19 02:46:13.722238'), Timestamp('2000-02-22 22:31:08.856476'))"
129,2000,2000,55.766620370370376,61.833333333333336,18.398888888888887,20.0,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.959490979316587,-0.9270377584003385,"(Timestamp('2000-02-25 13:20:49.148158'), Timestamp('2000-03-01 03:02:47.222879'))","(Timestamp('2000-02-26 06:18:02.030400'), Timestamp('2000-03-01 20:00:00.105121'))"
130,2000,2000,62.539722222222224,67.15209490740742,12.953333333333331,3.6502777777777777,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8292268237752642,-0.7778785934933967,"(Timestamp('2000-03-04 00:51:18.552957'), Timestamp('2000-03-07 03:39:01.120317'))","(Timestamp('2000-03-03 01:55:05.005918'), Timestamp('2000-03-06 04:42:47.257922'))"
132,2000,2000,76.83390046296296,81.44626157407409,20.01361111111111,10.710277777777778,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.815427738465347,-0.681490212015631,"(Timestamp('2000-03-18 07:54:55.169281'), Timestamp('2000-03-21 09:42:47.363036'))","(Timestamp('2000-03-18 09:54:35.285756'), Timestamp('2000-03-21 11:42:27.479519'))"
133,2000,2000,82.6512962962963,90.54633101851852,15.631111111111112,13.111944444444443,3,"['Si', 'Fe', 'N']",Power-Law Decay,-0.8871653366717608,-0.9712992806394032,"(Timestamp('2000-03-24 07:31:18.693121'), Timestamp('2000-03-30 03:08:21.668639'))","(Timestamp('2000-03-23 17:33:36.300960'), Timestamp('2000-03-29 13:10:39.276478'))"
134,2000,2000,95.82354166666669,103.1783912037037,19.765,4.2813888888888885,6,[],Exponential Decay,-0.9775594445684309,-0.9680894577959758,"(Timestamp('2000-04-05 15:42:37.526399'), Timestamp('2000-04-10 15:22:57.129602'))","(Timestamp('2000-04-07 06:36:13.897437'), Timestamp('2000-04-12 06:16:33.500641'))"
136,2000,2000,107.45833333333331,113.23416666666664,11.0,5.62,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8477908589389588,-0.8386672833710507,"(Timestamp('2000-04-16 22:58:02.065443'), Timestamp('2000-04-21 00:41:58.179842'))","(Timestamp('2000-04-17 14:55:24.574079'), Timestamp('2000-04-21 16:39:20.688478'))"
137,2000,2000,114.39765046296296,117.38945601851852,9.543611111111112,9.346944444444444,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.8136218407176565,-0.7018314998185332,"(Timestamp('2000-04-24 00:30:09.941758'), Timestamp('2000-04-26 05:21:28.389601'))","(Timestamp('2000-04-24 00:30:09.941758'), Timestamp('2000-04-26 05:21:28.389601'))"
139,2000,2000,122.33423611111112,124.8274074074074,8.021666666666668,19.85777777777778,1,"['Si', 'Fe', 'N', 'C', 'O']",Irregular Decay,-0.6129353944132336,-0.595082330188425,"(Timestamp('2000-05-01 16:59:50.268476'), Timestamp('2000-05-03 20:51:18.658078'))","(Timestamp('2000-05-01 16:59:50.268476'), Timestamp('2000-05-03 20:51:18.658078'))"
141,2000,2000,127.4867824074074,134.88319444444446,11.682777777777778,21.196666666666665,1,"['Si', 'Fe', 'N', 'C', 'O']",Exponential Decay,-0.9488863973464764,-0.9203161597401933,"(Timestamp('2000-05-07 10:37:12.812162'), Timestamp('2000-05-13 06:14:15.787681'))","(Timestamp('2000-05-08 11:33:06.791040'), Timestamp('2000-05-14 07:10:09.766558'))"
143,2000,2000,137.04393518518518,140.8667939814815,1.0544444444444443,20.80305555555556,3,"['Si', 'Fe', 'N']",Irregular Decay,-0.7931534427296998,-0.878934738287233,"(Timestamp('2000-05-16 04:02:47.117758'), Timestamp('2000-05-19 13:49:20.723521'))","(Timestamp('2000-05-16 05:02:37.491356'), Timestamp('2000-05-19 14:49:10.781762'))"
145,2000,2000,143.23531250000002,148.88649305555558,5.6475,21.27583333333333,1,"['Si', 'Fe', 'N', 'C', 'O']",Power-Law Decay,-0.9359613947874906,-0.9382825961097812,"(Timestamp('2000-05-23 05:34:54.994081'), Timestamp('2000-05-27 22:16:23.558882'))","(Timestamp('2000-05-23 19:32:37.386242'), Timestamp('2000-05-28 12:14:05.951036'))"
